B096,4,0.0020030864351860134,2024-12-06,14:00:00
B096,4,-0.7666738193642753,2024-12-06,14:00:00.010025
B096,4,-1.7373075401178129,2024-12-06,14:00:00.020050
B096,4,-2.6951124085665437,2024-12-06,14:00:00.030075
B096,4,-3.6332426692852113,2024-12-06,14:00:00.040101
B096,4,-4.601327236352213,2024-12-06,14:00:00.050126
B096,4,-5.570972968528015,2024-12-06,14:00:00.060151
B096,4,-6.011284414449149,2024-12-06,14:00:00.070177
B096,4,-3.761828101726188,2024-12-06,14:00:00.080202
B096,4,3.2847364538275694,2024-12-06,14:00:00.090227
B096,4,3.437429175358992,2024-12-06,14:00:00.100253
B096,4,-3.988444136654929,2024-12-06,14:00:00.110278
B096,4,-6.000074526015367,2024-12-06,14:00:00.120303
B096,4,-0.7779600761582702,2024-12-06,14:00:00.130329
B096,4,2.8903401024552484,2024-12-06,14:00:00.140354
B096,4,2.7995737501969273,2024-12-06,14:00:00.150379
B096,4,2.6852550141157026,2024-12-06,14:00:00.160405
B096,4,2.616432700684953,2024-12-06,14:00:00.170430
B096,4,2.4901714061315565,2024-12-06,14:00:00.180455
B096,4,2.359677615670904,2024-12-06,14:00:00.190481
B096,4,2.2049842332610936,2024-12-06,14:00:00.200506
B096,4,2.095912105082156,2024-12-06,14:00:00.210531
B096,4,2.010086396426204,2024-12-06,14:00:00.220556
B096,4,1.908494252237553,2024-12-06,14:00:00.230582
B096,4,1.8042166030370392,2024-12-06,14:00:00.240607
B096,4,1.7038935708827432,2024-12-06,14:00:00.250632
B096,4,1.5960083498251287,2024-12-06,14:00:00.260658
B096,4,1.5069767842872668,2024-12-06,14:00:00.270683
B096,4,1.416480136078607,2024-12-06,14:00:00.280708
B096,4,1.3049339092682488,2024-12-06,14:00:00.290734
B096,4,1.2160542924329976,2024-12-06,14:00:00.300759
B096,4,1.09901209093528,2024-12-06,14:00:00.310784
B096,4,1.0082101829352779,2024-12-06,14:00:00.320810
B096,4,0.7986171089106008,2024-12-06,14:00:00.330835
B096,4,0.6884040698688012,2024-12-06,14:00:00.340860
B096,4,0.6011537701693561,2024-12-06,14:00:00.350886
B096,4,0.4973648718244061,2024-12-06,14:00:00.360911
B096,4,0.3899196475177727,2024-12-06,14:00:00.370936
B096,4,0.2973166713161361,2024-12-06,14:00:00.380962
B096,4,0.20117441695600008,2024-12-06,14:00:00.390987
B096,4,0.09888023716661594,2024-12-06,14:00:00.401012
B096,4,0.001383963762568293,2024-12-06,14:00:00.411037
B096,4,-0.08530858689022576,2024-12-06,14:00:00.421063
B096,4,-0.18729668695520474,2024-12-06,14:00:00.431088
B096,4,-0.30238529944090975,2024-12-06,14:00:00.441113
B096,4,-0.4186120908773173,2024-12-06,14:00:00.451139
B096,4,-0.6137601830086461,2024-12-06,14:00:00.461164
B096,4,-0.7090218265719825,2024-12-06,14:00:00.471189
B096,4,-0.7816641725157223,2024-12-06,14:00:00.481215
B096,4,-0.8987531502203449,2024-12-06,14:00:00.491240
B096,4,-0.989629934495563,2024-12-06,14:00:00.501265
B096,4,-1.0880230296876694,2024-12-06,14:00:00.511291
B096,4,-1.2070857756599502,2024-12-06,14:00:00.521316
B096,4,-1.2982719917932077,2024-12-06,14:00:00.531341
B096,4,-1.4108245157791057,2024-12-06,14:00:00.541367
B096,4,-1.4851541836019788,2024-12-06,14:00:00.551392
B096,4,-1.604254616447535,2024-12-06,14:00:00.561417
B096,4,-1.7004281402428052,2024-12-06,14:00:00.571443
B096,4,-1.7965892736096123,2024-12-06,14:00:00.581468
B096,4,-1.9720180893767931,2024-12-06,14:00:00.591493
B096,4,-2.1083930745504493,2024-12-06,14:00:00.601518
B096,4,-2.1816224676585048,2024-12-06,14:00:00.611544
B096,4,-2.29315419738746,2024-12-06,14:00:00.621569
B096,4,-2.402993454238194,2024-12-06,14:00:00.631594
B096,4,-2.5073394818416497,2024-12-06,14:00:00.641620
B096,4,-2.615405520811595,2024-12-06,14:00:00.651645
B096,4,-2.689780139236682,2024-12-06,14:00:00.661670
B096,4,-2.809599158197148,2024-12-06,14:00:00.671696
B096,4,-2.903063136416346,2024-12-06,14:00:00.681721
B096,4,-3.00566691546007,2024-12-06,14:00:00.691746
B096,4,-3.1122367195953453,2024-12-06,14:00:00.701772
B096,4,-3.1913023079379,2024-12-06,14:00:00.711797
B096,4,-3.3278820468776376,2024-12-06,14:00:00.721822
B096,4,-3.4985784775177593,2024-12-06,14:00:00.731848
B096,4,-3.6114527816468933,2024-12-06,14:00:00.741873
B096,4,-3.6926304443598585,2024-12-06,14:00:00.751898
B096,4,-3.8211864876248662,2024-12-06,14:00:00.761924
B096,4,-3.916301003069613,2024-12-06,14:00:00.771949
B096,4,-4.002100235727789,2024-12-06,14:00:00.781974
B096,4,-4.0909645387484534,2024-12-06,14:00:00.792000
B096,4,-4.206009653388378,2024-12-06,14:00:00.802025
B096,4,-4.303435422943962,2024-12-06,14:00:00.812050
B096,4,-4.422681907662136,2024-12-06,14:00:00.822075
B096,4,-4.479424562356842,2024-12-06,14:00:00.832101
B096,4,-4.593085343641106,2024-12-06,14:00:00.842126
B096,4,-4.719158831781986,2024-12-06,14:00:00.852151
B096,4,-4.8950172255956,2024-12-06,14:00:00.862177
B096,4,-5.001108412467122,2024-12-06,14:00:00.872202
B096,4,-5.08671128686391,2024-12-06,14:00:00.882227
B096,4,-5.192357954416568,2024-12-06,14:00:00.892253
B096,4,-5.284553418206656,2024-12-06,14:00:00.902278
B096,4,-5.404195020963111,2024-12-06,14:00:00.912303
B096,4,-5.498465374726797,2024-12-06,14:00:00.922329
B096,4,-5.595995315787845,2024-12-06,14:00:00.932354
B096,4,-5.6940264039245605,2024-12-06,14:00:00.942379
B096,4,-5.7940395518398,2024-12-06,14:00:00.952405
B096,4,-5.886579195993819,2024-12-06,14:00:00.962430
B096,4,-6.648475953389091,2024-12-06,14:00:00.972455
B096,4,-6.4365763161900045,2024-12-06,14:00:00.982481
B096,4,-5.508896862674053,2024-12-06,14:00:00.992506
B096,4,-4.601802899682666,2024-12-06,14:00:01.002531
B096,4,-3.6874342446473096,2024-12-06,14:00:01.012556
B096,4,-2.765028704826551,2024-12-06,14:00:01.022582
B096,4,-1.9996696555546754,2024-12-06,14:00:01.032607
B096,4,-2.8211179299680986,2024-12-06,14:00:01.042632
B096,4,5.783298029952835,2024-12-06,14:00:01.052658
B096,4,7.019380247436046,2024-12-06,14:00:01.062683
B096,4,3.496535019673339,2024-12-06,14:00:01.072708
B096,4,-1.9884244464872227,2024-12-06,14:00:01.082734
B096,4,-0.26687078827109517,2024-12-06,14:00:01.092759
B096,4,6.915634473227053,2024-12-06,14:00:01.102784
B096,4,6.796317800380441,2024-12-06,14:00:01.112810
B096,4,6.700915704539528,2024-12-06,14:00:01.122835
B096,4,6.62208885388072,2024-12-06,14:00:01.132860
B096,4,6.499518985269657,2024-12-06,14:00:01.142886
B096,4,6.409136925139645,2024-12-06,14:00:01.152911
B096,4,6.2936989428707655,2024-12-06,14:00:01.162936
B096,4,6.195348040056865,2024-12-06,14:00:01.172962
B096,4,6.098304737879594,2024-12-06,14:00:01.182987
B096,4,6.008337625204681,2024-12-06,14:00:01.193012
B096,4,5.8990065533264735,2024-12-06,14:00:01.203037
B096,4,5.686809282367403,2024-12-06,14:00:01.213063
B096,4,5.585493261996477,2024-12-06,14:00:01.223088
B096,4,5.49415115591942,2024-12-06,14:00:01.233113
B096,4,5.404753628583438,2024-12-06,14:00:01.243139
B096,4,5.281792584809855,2024-12-06,14:00:01.253164
B096,4,5.1944875470781415,2024-12-06,14:00:01.263189
B096,4,5.089859263812085,2024-12-06,14:00:01.273215
B096,4,5.006214716470894,2024-12-06,14:00:01.283240
B096,4,4.911243068727231,2024-12-06,14:00:01.293265
B096,4,4.805053164711467,2024-12-06,14:00:01.303291
B096,4,4.6949664172410275,2024-12-06,14:00:01.313316
B096,4,4.594950764874163,2024-12-06,14:00:01.323341
B096,4,4.490692437619079,2024-12-06,14:00:01.333367
B096,4,4.316342463225029,2024-12-06,14:00:01.343392
B096,4,4.19896799890561,2024-12-06,14:00:01.353417
B096,4,4.104888140320718,2024-12-06,14:00:01.363443
B096,4,3.988306345990696,2024-12-06,14:00:01.373468
B096,4,3.9040404208144786,2024-12-06,14:00:01.383493
B096,4,3.809438534896131,2024-12-06,14:00:01.393518
B096,4,3.6963391614402696,2024-12-06,14:00:01.403544
B096,4,3.6051274609625756,2024-12-06,14:00:01.413569
B096,4,3.504571472683038,2024-12-06,14:00:01.423594
B096,4,3.4006875459322123,2024-12-06,14:00:01.433620
B096,4,3.313101918620153,2024-12-06,14:00:01.443645
B096,4,3.194456609542152,2024-12-06,14:00:01.453670
B096,4,3.0836309452185673,2024-12-06,14:00:01.463696
B096,4,2.979868841504747,2024-12-06,14:00:01.473721
